"","chromosome","position","p.value.none","p.value.all","p.value.sva","coefficient.none","coefficient.all","coefficient.sva"
"cg19593285","chr20",32267661,0.0794073945970277,7.33354683039217e-06,0.223550227775557,-0.0134618884323031,-0.0206843499059088,-0.00593266965217244
"cg13483196","chr9",15156120,1.79715027726263e-05,6.03197264388427e-05,0.223596429050334,-0.0356448249192378,-0.032424162371087,-0.00927608287831847
"cg08038054","chr7",93550781,0.00980599836304218,2.9899198275505e-06,0.224526197302186,0.0313621228369334,0.0388594302495393,0.0105469021776406
"cg01165287","chr2",61763847,9.00916572368795e-05,0.00235532519128751,0.226221851092558,-0.0091820293239141,-0.00644882873401973,-0.0026477354725185
"cg03832440","chr17",14207241,0.000150038700542514,0.00272913970938335,0.22685015035727,-0.035413034132916,-0.0285420210690135,-0.00860905175349031
"cg26729380","chr6",31543655,0.00527839587253748,0.000111446437407247,0.227067778742261,-0.0144724031807341,-0.0145262134681038,-0.00396349380447225
"cg20124547","chr2",175062978,0.000282146070776537,0.000638493349062698,0.227289604765505,0.0184190756793351,0.0142471026582889,0.00498504048241814
"cg26775538","chr19",815090,0.0588502707289281,0.000336459896595713,0.22970048642331,0.0159251455270814,0.0208995201732241,0.00719363710261016
"cg14213992","chr19",40503358,0.000322223646474867,0.0018415639012201,0.230792287995372,-0.0105870956005865,-0.0067165039156968,-0.00230678890775883
"cg17861836","chr17",79202505,5.7761250192414e-07,7.98073956214021e-06,0.230895667953144,-0.0421037621289813,-0.0313447827944443,-0.00896071766709462
"cg07166409","chr2",97534057,0.00170873359207892,0.000106720866704107,0.231088080928395,-0.00694667901937151,-0.00745936145330764,-0.00196671760655305
"cg20813374","chr6",35657180,0.00408032263169683,4.71539333575374e-05,0.23158465771312,-0.0161878938229208,-0.0172836444732637,-0.00432939016617387
"cg17782950","chr20",44045785,0.00416967005403558,7.97704781535946e-05,0.233760814801625,-0.0235769410246283,-0.0276206076971459,-0.0079886080589524
"cg06915193","chr4",185205329,0.00123518273270511,3.08696876332519e-06,0.234264653445736,-0.0036769009596013,-0.00438081522715229,-0.00135665243534165
"cg25376310","chr6",158018910,0.0710852296421877,3.21287754276559e-05,0.236604974193539,-0.0106985605190648,-0.0184911498977816,-0.00487710307458375
"cg11326574","chr12",59271109,0.00270981705462639,0.000110955320664605,0.238612261773794,-0.0228677285877321,-0.0229651617415891,-0.00504284052827327
"cg19142553","chr7",26236069,0.0333878358299795,4.25848731195917e-06,0.239060626075562,-0.0150654433634292,-0.0189893471560261,-0.00384384567714446
"cg22966895","chr6",33268050,0.000186413813088573,0.0165930627084704,0.23943466676356,-0.0233624773395998,-0.0116992116814821,-0.00608766293050185
"cg13824665","chr14",76183993,0.000235311783517358,0.00431346154397991,0.23945738312,0.00508951664898167,0.00383017711423987,0.00144136821671032
"cg07626482","chr19",47289503,0.000125533202330895,1.42854994909002e-05,0.240502489740745,-0.018220826196338,-0.0176631385922397,-0.00445923380291348
"cg26601073","chr17",1614268,0.677371898490982,0.00017428355694089,0.240842957079166,0.00284467388312161,0.0148738171572459,0.00409828385358223
"cg25469474","chr4",2749501,0.0103653364063824,2.50370635763696e-06,0.24249402410254,-0.0167493546777505,-0.0242090870749702,-0.00376375849914052
"cg13092901","chr22",50965373,0.0105135404903343,0.000358331716474597,0.243275049131609,-0.0154846189159986,-0.0149075393798867,-0.00435046113670597
"cg01127300","chr22",38614796,1.56249635149914e-07,3.70947348221888e-07,0.243562945019698,-0.0434438244251257,-0.0388221193391881,-0.00788065182028518
"cg16593060","chr19",30363016,0.0177050981218374,5.4618473793573e-05,0.245582529125712,-0.0114148429119328,-0.0160716760405607,0.00471438834003569
"cg23867494","chr1",1150322,0.0437260194582175,0.000234099872904536,0.245612943667482,-0.0105846686676145,-0.0123632980187784,-0.00439871982047402
"cg24908166","chr5",1268800,0.00161129105016084,2.15742011453531e-06,0.249656571164223,-0.00840489130984731,-0.00957938206942227,-0.0025986992926435
"cg26348226","chr1",21617442,0.00011937868475572,0.0129662769473166,0.253852539749195,-0.0252753631720013,-0.0078345610329012,-0.00392321417989842
"cg13192013","chr4",160188736,7.4996078296456e-05,0.0126654206971508,0.254111046385812,0.0238771292160482,0.0129484579741174,0.0048631369291035
"cg25104872","chr6",28828977,0.00309629257206835,0.000130982064076067,0.25450618714632,0.0215561322533925,0.023378976470183,0.00776679412174355
"cg21167643","chr1",223937196,0.000383724269467345,0.0196513414263557,0.254871336350106,-0.0251506029188154,-0.0155078263256991,-0.00843840619631273
"cg11893412","chr6",29395421,0.000339625049688657,0.000795519452895803,0.255062506099523,0.00498802490785968,0.00439475416142544,0.00157198686214204
"cg19906672","chr4",6918868,0.00318787611569001,0.000120793049337245,0.257072761776044,-0.0188578126278417,-0.0190048936951855,-0.00427513968691758
"cg13191049","chr15",99645663,0.00782033728928761,0.000253858495347854,0.257762042046081,0.0101938298073765,0.0119157718725015,0.00328329711787661
"cg12876356","chr1",92946825,2.00005241951745e-10,9.27863225861666e-11,0.257818830406318,-0.0572230925688819,-0.0571146445817692,-0.0118554095289132
"cg21201657","chr19",5624574,0.00017246684079637,0.000496518066444047,0.262735142097205,-0.0173458901932419,-0.0141778676917158,-0.00412067137867913
"cg19295068","chr19",48206119,0.0371464457162774,0.000204818989426051,0.265306442028775,0.0226066520088296,0.0257059824483498,0.0077704348952491
"cg19939077","chr10",81108060,4.60036192483798e-05,5.44649261500414e-05,0.265497229035007,-0.0168620615782377,-0.015022341719582,-0.00352121322365391
"cg00931843","chr6",155442993,0.000262158212857945,9.13266669242371e-06,0.266199608786598,0.0421257254778075,0.04466326807965,0.00902838872036957
"cg24149237","chr11",117687628,0.000232276216063913,1.24995709887528e-06,0.268895277955485,-0.0255104523618771,-0.0189658354032639,-0.00432630153564885
"cg05270224","chr1",8212843,0.000286098768365829,0.000483443072706148,0.270014051475658,0.0498185666696885,0.0372595131338269,0.011008805190285
"cg19421584","chr7",158664247,0.0189432587812067,0.000122196873762569,0.270285563742939,0.0209457113245001,0.0258346952074457,0.00775938679605488
"cg24230340","chr2",74758080,3.192369691753e-05,7.55663148131121e-08,0.270493601463044,-0.0229118433555898,-0.0237650676034119,-0.00399022020768552
"cg04232972","chr16",30671644,0.00080161860447375,5.27360043583025e-06,0.272399149564125,-0.0171679984871596,-0.018023821549115,-0.00434964095756279
"cg17362247","chr19",39788647,0.000208832305017552,0.00854427768149335,0.273024827767725,0.0161132933064408,0.0112997000846984,-0.00488298036099344
"cg16477744","chr7",157367142,0.15144053635866,3.40589152653662e-06,0.275323137375761,-0.0112171668653803,-0.0213397040558924,-0.00476339840319951
"cg17699047","chr4",153230630,0.000158162206718864,0.00247439163705309,0.276785331127347,0.00547699621420078,0.00401221479136756,0.0015435508585814
"cg27528222","chr1",2138953,0.00411508213638857,6.92342682773061e-06,0.276993349988659,-0.00597385157176004,-0.00856711234088265,-0.00174785088487207
"cg26946288","chr17",7296794,0.102578072008816,0.000287420144073102,0.277217406918937,-0.00594511332415403,-0.0116030736982483,-0.0037827670147097
"cg23677833","chr19",16308345,2.03046676887125e-05,5.9363576084685e-05,0.27734232271692,-0.0118542105447745,-0.0121350050581753,-0.00339002108359606
"cg03503785","chr16",23962572,0.00447209017845215,2.14375814813847e-05,0.277848503395108,-0.0169986544241145,-0.0187845978284769,-0.00578647582593985
"cg04640684","chr8",107763534,9.19334940605047e-05,0.00301768038456221,0.279434263589349,0.00627268536102085,0.00467839991996197,0.00148649623514588
"cg17215278","chr1",117114263,0.0157547802048756,0.000225318923012972,0.280461564620186,-0.0186328288983965,-0.0138639298650902,-0.00369648267306257
"cg06927323","chr17",45809727,0.000110511267410339,0.000134968724195029,0.280577640778194,0.0172743142982595,0.0142317750607311,0.00443099495420063
"cg13709639","chr12",49526040,0.0287851709444263,9.41038236703895e-06,0.28256912091898,-0.0113400665875682,-0.0116590115929232,-0.00289556514686025
"cg03228353","chr1",161520094,0.000227393840599421,0.0111897269201897,0.282989145760368,0.0163976853826296,0.00818170351660494,0.00317532428305323
"cg13524209","chr12",7013457,0.000163033599323346,0.00211681176997572,0.284911769550299,-0.0116304264997214,-0.0091631576795308,-0.00318311257530173
"cg20408175","chr12",53693169,0.0541997438145604,0.000363919709203385,0.2878781475496,-0.00927951515277815,-0.0132123056086534,-0.00273598428601392
"cg17617843","chr5",34043454,0.0612548994719388,0.000341145486878624,0.289265433022742,0.01413733716814,0.015102538806184,0.00465531643366323
"cg08354053","chr17",30630872,0.0866208652036844,0.000251419462214899,0.290591302137363,-0.0115483214894602,-0.0186219032512407,-0.00441065572674832
"cg05547260","chr6",43611905,0.0435567940760377,0.000123693297450008,0.291741397366318,-0.0141391311684353,-0.0171985003091434,-0.00423399401793474
"cg26703507","chr2",113404661,0.00680693909052278,0.000137801905073875,0.293388300564177,-0.0249049040066572,-0.0309841916256467,-0.00939609344823916
"cg19918734","chr11",86343931,0.00648062904865787,6.02512731912725e-05,0.30035678180271,-0.0126279327867897,-0.01313451914936,-0.00258786798101608
"cg18650307","chr4",17809468,0.161510025426125,1.6832483477482e-05,0.301746519685614,-0.00907474884234639,-0.018670865675365,-0.00409102285831472
"cg07986378","chr12",11898284,0.000104847869468311,3.76091451330405e-05,0.303518596035682,-0.0496245676083048,-0.038501668752555,-0.00814285310163028
"cg02578070","chr6",119669305,0.00035411285930762,0.000497443855097637,0.304062574015801,0.00993580412710091,0.00793852692236882,0.00247832200904236
"cg02787737","chr11",133928346,6.53557642430863e-05,2.6606096651365e-06,0.305468182744144,0.0282785725160948,0.0316827025038923,0.00702928114842204
"cg19589396","chr8",103937374,0.0117694949676524,8.54906972706363e-05,0.305870014130689,-0.0223014315494424,-0.0278358195572042,-0.00528959131484033
"cg14512326","chr9",86240166,0.00994480508748294,1.31334053114791e-05,0.306021119631125,0.0142436094901369,0.0165723937239087,-0.00334133850259175
"cg11948367","chr10",130833836,0.000167096835149738,0.00515308232625926,0.306309946246214,-0.00558578803950159,-0.0042315268444475,-0.00154014099420975
"cg24111025","chr6",32819921,0.333849995419479,2.69439061987612e-05,0.307297286326601,-0.0096921064880958,-0.0194766168393603,-0.00480405067786751
"cg26394916","chr3",4909489,0.0297828256758834,1.46972504004716e-05,0.309760850815237,-0.0095270183041391,-0.0139167153945456,-0.00355999495183936
"cg03866600","chr11",69001551,3.93995804704421e-05,0.000157091382378952,0.310468201533475,-0.019519108879968,-0.0181272032777894,-0.00639095232333131
"cg11279294","chr5",132759792,0.000167541105193287,0.00189816045874974,0.314575957219956,-0.0146604568224459,-0.0112282367803089,-0.00308604651887634
"cg03747304","chr12",124908877,9.19214895455021e-05,6.69740885955047e-05,0.31574086157794,0.00993420424799425,0.00990740488768416,0.00231092720839515
"cg03172931","chr19",8677774,0.000123604341533218,0.000300780687439129,0.316485412372454,0.0238168753400777,0.014362360084944,0.00395213079646578
"cg26585452","chr13",50702914,0.088190513647368,0.000141667573277361,0.316645894569599,-0.0137053533072249,-0.0207036492449376,-0.00614859140927042
"cg20631044","chr19",41255890,0.0565232985272639,0.000361755405485788,0.316822558514054,-0.00837000544026532,-0.0114716821790726,-0.00342640886249174
"cg14202146","chr10",104182414,0.000133728080615656,0.00187201359921447,0.318895881681343,-0.0223563849838404,-0.0116203437359862,-0.00355711774368571
"cg01359236","chr8",11763828,0.0041865030308865,3.5517515485206e-06,0.319247271631081,-0.0159843094199579,-0.0214876625941226,-0.0037360171407173
"cg17566874","chr5",131411272,1.25735303962623e-05,0.00566239503604278,0.321714592929308,-0.0150595427744508,-0.00915754908359677,-0.00256548645914785
"cg15228441","chr17",78829930,6.0630208879627e-05,0.000253946070861498,0.321807166424408,-0.0283325075026137,-0.0251832949734054,-0.00620017041565988
"cg23628437","chr8",18867754,0.000216883051846644,0.0035091306932073,0.323611826289858,0.00782827947448407,0.00631610852546863,0.00195655920721565
"cg04983349","chr6",80381447,0.00147592615919306,0.000382138446723163,0.323784718683856,0.0386890214734086,0.0419979982377875,0.011469324601041
"cg18688062","chr6",31146471,0.0027100844681964,4.76147088618431e-06,0.328141773801525,-0.0296168494547269,-0.0347828064684076,-0.00705556127026306
"cg13488013","chr17",47592680,0.000796611267485758,1.25530737943571e-05,0.328592256777523,-0.0175534797414581,-0.0191611827515351,-0.00340625243973352
"cg26196424","chr14",58615960,0.00988617534114478,0.000112125383846864,0.33030771472478,-0.0216496713397845,-0.0246447696158161,-0.00574764673894148
"cg10629249","chr5",68789822,0.000213004639808393,0.000394565517806414,0.332490189590323,-0.0131346052127107,-0.0105693570413588,-0.00314996775678607
"cg15542713","chr1",42385581,0.000161678218372214,2.06686866665865e-05,0.332940506238922,0.0576505755497338,0.0567213907658506,0.0121865661478716
"cg02161701","chr15",90199179,0.00379980512299898,5.58053436745597e-06,0.3339230982039,0.020781754710281,0.0270902320369532,0.00692355463748671
"cg26929394","chr11",112435198,0.00889352559018172,0.000238289021881718,0.335405619802833,-0.0177606012167262,-0.0236109076047578,-0.00482556212975401
"cg10246903","chr13",45222710,0.114728848442925,0.000315951066135258,0.338905736662365,-0.012017862436856,-0.0204542455873431,-0.00485412436879125
"cg02998028","chr2",135621153,0.000241533892858724,0.00133073415585284,0.340333904835472,0.02547633328231,0.0229093371472804,0.00673952193118583
"cg07019857","chr5",106822849,5.07662169747123e-05,0.000643249773677003,0.342297883858295,-0.0243402428761888,-0.021048612428029,-0.00522974593766191
"cg13501527","chr9",123640474,0.00986067855965869,5.80172998853022e-05,0.342323419508865,-0.0155264683248007,-0.0157051060121733,-0.00340802008218833
"cg05331807","chr7",157224035,0.0125612341271069,8.40548918667395e-05,0.34346611906684,-0.0120196735883996,-0.0158058081149369,-0.00378101564460191
"cg06362313","chr12",6645287,0.00257943888030603,0.000186206297840914,0.343851541392824,-0.0142003755656593,-0.0152770653110373,-0.00362125550148726
"cg05283597","chr3",52812410,0.0245198910336945,0.000189760183525049,0.343951461819752,0.0146868487245937,0.0235544532924192,0.00492817316229432
"cg19513004","chr6",34206683,0.201947588366849,0.000235366669823728,0.348505210528661,-0.0050159635339338,-0.0118513119068729,-0.00301691347717067
"cg06819357","chr14",102928437,2.78915401639325e-05,6.050676398305e-06,0.352821345074652,0.0314498866935638,0.031482041108945,0.00506927547708766
"cg26802026","chr5",127872329,0.000134575990220118,0.00549768076536572,0.354763657737487,0.00557802445794286,0.00413013781397685,0.00163882099740392
"cg18482303","chr2",135041380,0.0377040494057904,0.000129631141774426,0.357006900622815,0.0163877631141113,0.0253171067817397,-0.0063006870134638
"cg25092473","chr3",141493462,0.000115893309784258,0.00411378131583527,0.359516195164709,0.0157936397561003,0.0136276703588405,0.00308380202234113
"cg05793120","chr4",13529809,0.00118298480425987,0.000255941525245178,0.360355593550832,-0.00767731982653993,-0.00665045077627879,-0.00208270718492476
"cg19439123","chr17",17687621,0.758345150695138,0.000263386342479741,0.36149734729145,0.0034013773520059,0.0199252331307717,0.004077048279667
"cg22242842","chr2",85167149,0.000154245076725515,8.72975707772955e-05,0.362131288530137,-0.0138563622933299,-0.013841774230873,0.00284504769276935
"cg23979401","chr5",76435488,0.000285497547703868,0.0917550960373486,0.362581955974698,0.0178028037265398,0.0080524531989305,0.00341248326958645
"cg10609310","chr8",38722935,0.000117419412272886,0.000258141185112476,0.362697313963672,-0.0353910878554887,-0.0268738392900263,0.00527877257596864
"cg01360627","chr6",31544931,0.716251423990407,0.000134895022208469,0.364730878394963,-0.00384031363074413,-0.0169126237724976,-0.00390736141957738
"cg24620635","chr2",85921963,0.000318863611055119,0.299280769463641,0.365472218457101,0.027492290065032,0.00491632932262849,-0.00339520526756285
"cg07164556","chr1",145727247,0.024353036781485,0.00038339955755742,0.368670653069984,-0.0133721327450676,-0.0153424473132195,-0.00307152507206475
"cg03969725","chr20",44442019,0.109536913178384,3.2430098145997e-05,0.369975973910453,-0.0108350767777087,-0.0179195025369065,-0.00331892380857306
"cg21587469","chr12",56323816,0.0685562646437935,0.000236272360634269,0.372519212145808,-0.0208087661934681,-0.0214948097740285,-0.00577106964537559
"cg09479241","chr17",27052676,0.00678316263900016,0.000156515975226562,0.374447109939835,-0.0238275017550751,-0.0271970197630532,-0.00667822840628126
"cg24049468","chr1",65615281,0.131003830313626,0.00011427922996404,0.375276925562624,0.0119404301345885,0.0195145159888596,0.00402632585715089
"cg00640314","chr8",67835853,0.0477659486756514,4.46695909646909e-05,0.377898422409219,-0.0144703531638699,-0.0208569099868905,-0.00399221057559018
"cg09701700","chr10",104194843,3.35300386140399e-05,1.29984343665834e-06,0.380001873852505,-0.0262060502148212,-0.0255662186577528,-0.00473831952482015
"cg06470727","chr2",26723062,0.0113636652844045,5.14329470666606e-05,0.380845652502701,-0.0190710487434389,-0.022254721245837,-0.00368547617184149
"cg11813073","chr19",6481540,7.37701399338371e-05,1.52506081763125e-05,0.381786157366023,-0.0119017403616874,-0.0114790299278649,-0.00241883254936838
"cg07027613","chr12",7260608,0.00635792822799956,8.54017837548849e-05,0.382481090638878,-0.0174426613719167,-0.0172582491159169,-0.00359348143665589
"cg06333725","chr10",52156632,0.262652193929243,0.000138920801120149,0.382918322488018,-0.0092438348492416,-0.0187543158728766,-0.00436273718999422
"cg00549219","chr5",177370476,6.24466672256503e-05,0.000943539237373839,0.386396642092427,-0.0201452216008713,-0.0114668438892088,0.00303880289646734
"cg20732076","chr6",42335231,0.0213256306757453,0.000349470582316275,0.391819776630313,-0.0120231960310771,-0.00997919716197304,-0.00235010231528875
"cg02519286","chr12",6642354,0.00386628586010403,0.000284432728968213,0.392371423034722,-0.014995356651361,-0.0124450200891084,0.00175278480737161
"cg02226079","chr3",190971216,1.31505654707047e-06,0.00122280284427776,0.399775922990693,0.0442095265900364,0.0311884725986228,0.00635208789772834
"cg11314684","chr1",244006288,7.7624788726459e-05,0.010331963394702,0.404108308372649,-0.0233776210083259,-0.0136967553737663,-0.00351034120264548
"ch.13.1524792R","chr13",99552827,8.36643086245619e-05,0.00122802462411002,0.406489544465954,-0.0106229948818321,-0.00790401981386111,-0.00221271038009851
"cg10531355","chr5",79489249,7.50332977812551e-06,0.000286119206635354,0.406516271392679,-0.0448010608671722,-0.0260516921590604,-0.00521642310438056
"cg11066209","chr7",2282252,0.00410332281270956,0.0001806712640688,0.406734973053925,-0.0119360679719265,-0.0130230081407233,-0.00306791586264105
"cg11448683","chr1",45274099,0.0007538056817934,0.000147142645340697,0.406990417164801,-0.0208590345746902,-0.0138366708488493,-0.00253490356047796
"cg19089328","chr11",71210210,1.30769499362875e-05,2.19842636945793e-06,0.407032602361639,0.0284201343619855,0.0305280036046697,0.00544525327144852
"cg08893087","chr1",93416982,9.85646355370769e-06,1.34421250113142e-07,0.407048796578666,-0.0500179458048257,-0.0467824667341667,-0.00742362907519963
"cg26104072","chr5",14560334,0.0699121913867707,0.000210894472248457,0.410440037949086,0.00390072810933901,0.00570166061897953,0.00116101690251785
"cg06096336","chr2",231989800,0.000155101907238923,0.00459442773000406,0.410924909406574,-0.0390541199094774,-0.0279351436411795,-0.00743323436001698
"cg04484826","chr6",31779582,0.000223745429091569,0.000289206394868764,0.411400958366482,0.00378154942618096,0.00364130622611082,0.000716315228301494
"cg25133016","chr12",57984719,0.000170306147857977,0.00380972214150487,0.414949150558671,-0.0148213081925908,-0.010450978492378,-0.00312504503136207
"cg16536330","chr8",29957344,0.000278332041329724,0.00422669365323143,0.41543608337799,-0.00735485102162199,-0.00567019650323396,-0.00164219119502504
"cg22453826","chr6",169399683,0.000616453389846414,8.09140577234589e-06,0.417264025416071,0.0275994174054165,0.0335379013592669,0.00607629794555322
"cg02556928","chr22",37309980,0.000118661672200374,0.000330654545245788,0.419993608420509,-0.0408141312033109,-0.0332406555981004,-0.00740972409162107
"cg13984040","chr12",125258948,0.0615676058205194,0.000250584547308015,0.422491292979114,-0.0240511535650301,-0.0293612787332811,-0.00459711242407061
"cg24174557","chr17",57903544,0.000249283685124205,0.000275152473398688,0.424950086487003,-0.0241543202376673,-0.0252582604397743,-0.00475553769131338
"cg27280535","chr8",8746679,0.0660169931728929,0.000267959292941837,0.42613768077896,-0.0181424766079233,-0.022855611421572,-0.00499747391259149
"cg04011474","chr2",28904455,0.157422461413842,3.17619661949345e-06,0.428400737559372,-0.0113101428735915,-0.0219938531842263,-0.0031810433392125
"cg08370787","chr5",148208041,0.000117998950980837,0.00611619796260702,0.432802226219802,0.0336601222793592,0.0215052034423286,0.00530093463533344
"cg07954423","chr9",130741881,0.000358986387341866,0.00107923101785397,0.43442562984328,-0.0153701943952429,-0.0130950225183546,-0.00334164910979359
"cg03689048","chr6",31619544,0.00036808522277226,0.0136275013912833,0.438468968680038,-0.0111320873430849,-0.00716360088384031,-0.00155489827711575
"cg21201401","chr20",62367884,0.000985054356738965,3.30220153400908e-05,0.439930905836218,0.0406534195471136,0.0324978552196334,0.00620653450133856
"cg01876978","chr2",11970145,0.000185592340434199,0.0031347617383423,0.440806548180545,-0.0195627767317192,-0.0100002892302672,-0.00256983514441181
"cg04945608","chr20",43118723,0.0910823680405539,3.17662012427107e-06,0.444243586171118,-0.0136033342007735,-0.0206425822881087,-0.00276800194205003
"cg27269164","chr8",54562283,0.000204556132170206,0.00217112238026063,0.445241963633801,0.0134038317144813,0.0109945652478069,0.0018954048333372
"cg10780313","chr6",33501379,9.90305436529564e-05,2.80201242515108e-05,0.445345243138202,0.0327747918665816,0.0318285720720102,0.00560035612972647
"cg04362790","chr14",100223811,0.0278505229824046,3.22926448243178e-06,0.453900928175134,-0.0156139621019922,-0.0271888433622759,-0.00326993172325008
"cg06493289","chr11",113934355,0.000120189455799262,0.0651987192847051,0.455349217280631,0.0194408779053166,0.00677781464493606,-0.00283948508472107
"cg08899667","chr6",31761055,0.000387807809645043,1.91326457226305e-07,0.45649748334094,0.0227981376302725,0.0275201663461438,0.0034914622588599
"cg18146737","chr1",92946700,9.63979068173268e-10,3.73567924828378e-07,0.458057254839049,-0.0144990721989197,-0.015994314646399,0.00541451008233521
"cg09529165","chr17",45808345,0.000300291463957077,0.00845216469198137,0.45892802844078,0.0224903945074181,0.00921824641035776,0.00290851312880072
"cg07167063","chr2",438658,5.55276618347145e-05,0.00123571325378855,0.459000319535287,-0.0148897988838453,-0.0108341433865808,-0.00278648993302728
"cg10691866","chr7",65817282,1.30352806473799e-05,6.62576265262688e-05,0.460907457420329,-0.0406848110382736,-0.0348818770259444,-0.00484666756157099
"cg20385395","chr5",138613030,0.000549133084668025,0.000129581919048717,0.462312538728028,-0.0185521755106333,-0.0174617874569931,-0.00222052029753277
"cg01651915","chr8",55795551,0.00010174505818998,3.79922282850762e-05,0.462637913013929,-0.0442912066255693,-0.0479449996330006,-0.0092356309794289
"cg04375784","chr6",133137810,0.0848916342158494,7.35161928001233e-05,0.465026605748761,-0.0134460261916678,-0.0193562080052318,-0.00248421673721377
"cg04673446","chr22",39879951,4.4201252798931e-05,0.00406910770761586,0.467471276516507,0.0220951911660163,0.0103971765181489,0.00210151704198937
"cg06644515","chr1",173834831,0.00124010725764778,3.63795364751885e-06,0.469368714670739,-0.0234487541624405,-0.0272126961654983,-0.00316356675294217
"cg01711322","chr1",200842126,0.000351227587372925,0.0291153253123754,0.469547413933726,0.0210820307690694,0.00872873148060677,0.00290200751641039
"cg13774342","chr13",50702795,0.0133936829914229,0.000119286065017624,0.470238342791888,-0.00840980601294243,-0.0118593934314432,-0.00177066476987295
"cg00772091","chr10",124914911,0.00108165537431627,5.23683933814636e-07,0.470710599890017,-0.0204003951862151,-0.0239687700401914,-0.00373355013647054
"cg20458044","chr17",57904327,0.0251764721684388,2.07504315715418e-06,0.471742326836696,-0.0183265993002436,-0.0218762544686642,-0.00374376177150662
"cg27405731","chr7",101571203,0.101640953674872,1.05755646047004e-05,0.477206295079669,0.0195992245798117,0.0267195884271641,0.00452688946340717
"cg21439672","chr12",7260546,0.00489488004771867,0.000291473616052345,0.477839680756915,-0.0277680707021944,-0.0264220384770433,0.0054222380159055
"cg14491535","chr7",28195090,0.00265586278868094,0.000335036825081464,0.477942726510891,-0.0279555848525099,-0.0332106045923601,-0.006195694555109
"cg06285727","chr11",72524028,0.00764630272483796,1.64190824952357e-05,0.478693936276299,-0.0142352870988161,-0.0152554327261302,-0.00213068794486289
"cg07483304","chr7",27211741,2.94374156611054e-05,0.0168262135621835,0.481411711876028,-0.0172335816410153,-0.00744707742431712,-0.00229474422246622
"cg21171115","chr9",112887903,0.000364312212642238,0.00520840949540705,0.482087158970042,0.0142730145995213,0.0106508855029229,0.00263624558039944
"cg03507326","chr16",2801952,0.124443129017089,4.50143808734924e-05,0.487534585730201,-0.0228471037029944,-0.0349868178601731,-0.00455007254723668
"cg22478317","chr2",110271930,0.132591315888245,0.000165219948408959,0.489805770787697,-0.015043514596023,-0.0256669470771581,0.00365130418046706
"cg08324925","chr5",131409159,0.0325328986497875,8.59224121548878e-05,0.492275713079424,-0.0129368104919171,-0.019828824363531,-0.00257541372334862
"cg12303084","chr20",45985741,9.08149157279309e-05,3.75342020086472e-05,0.492902006495507,-0.0184146168163744,-0.0157354143814747,0.0022155871348205
"cg20167216","chr7",142353463,0.697723584120275,0.000247169079626901,0.494807079664345,0.00272705768688527,0.0160751449460605,0.00284630534973718
"cg08556107","chr5",429891,0.000328144251127882,0.0244976317523986,0.494819710916786,0.01704998070162,0.00789629295418632,0.00286954264456722
"cg20975835","chr11",64107374,0.00104745670704851,8.51471957467855e-05,0.496176813100548,-0.0129318190464044,-0.011867498662129,-0.00200386231780087
"cg15354877","chr12",76102490,6.35294719783876e-05,0.000795093002037419,0.496682268962058,0.0290190815011103,0.0217943679523965,0.00434481774933776
"cg11223101","chr6",33360547,0.00848463861994452,4.26302575685779e-06,0.497893238147883,-0.0149447450170673,-0.0210764847572208,-0.00225216404386179
"cg12593793","chr1",156074135,0.000742081022639879,0.000110232831236806,0.505131208854084,-0.0224115135760583,-0.0148326785628609,-0.00210633866510182
"cg18625627","chr14",81426015,0.000389775111806356,0.000165857598835189,0.505937770676318,0.02716910630367,0.0235761064086859,0.00402194050159391
"cg02797271","chr14",105532159,0.00113184517060165,0.000187365076864623,0.507497383061294,-0.012573927769435,-0.010719182708882,-0.00157420513959988
"cg05603985","chr1",2161049,7.92798498179128e-05,0.00151151198051882,0.50835838823287,-0.01758462561341,-0.0109736518622714,0.00193869502869919
"cg20513976","chr20",62367893,0.0025786857151459,0.000112335123560885,0.511369892957799,0.0313933975873252,0.0215631138110107,0.00377650297745735
"cg10025514","chr6",156429169,0.137779368225354,7.45712914818269e-05,0.516224047592317,-0.005415855150262,-0.012041468214911,-0.00205447362361317
"cg07308381","chr17",6917370,0.0645664605844169,0.00013458333916516,0.517091449465276,-0.0112785754438832,-0.0140160627765177,0.00236839214942836
"cg08333232","chr12",52600613,7.48222436773331e-06,0.0119274894773982,0.518009120026403,0.0183334968718412,0.00903282482426747,0.00181367372910341
"cg06853836","chr6",169399712,0.00238653132717047,0.00025844752322558,0.525489392911391,0.0140169825049523,0.0164157490889407,0.00288050496985256
"cg10619342","chr15",65369005,0.0090466630891594,0.000251210644834696,0.528081278841466,0.0304962549611167,0.0343554503025889,-0.00643220595937677
"cg04560029","chr5",72901598,1.91197413485811e-05,0.0028187072840277,0.528786646855433,0.00579450023703328,0.00432407593669814,0.000822347112112952
"cg25809722","chr12",133121162,8.72215139302062e-05,0.00375689996040125,0.532242060033783,0.0194674926497267,0.00994986389262098,0.00138948789636243
"cg02610360","chr11",120197521,0.000651391590362741,2.70499552302982e-05,0.532789040333929,0.0454064686578698,0.052762661874819,-0.00754403822936847
"cg16461335","chr4",80413489,0.000288296936191296,0.00133982743051713,0.539124559604005,0.0165994332173555,0.0125992180892486,0.00182007365727143
"cg03844211","chr6",30684773,0.00614694696769672,0.000238948416687434,0.546699978943204,-0.0044605399047255,-0.00591591597787502,-0.000947876542061526
